"","score","text","klasifikasi","x"
"173",2,"alhamdulillah akhirnya bisa vaksin dosis peama di desa sebelah dapat sinovac suami adik ipar bekerja sbg apara… ","Positif","alhamdulillah akhirnya bisa vaksin dosis peama di desa sebelah dapat sinovac suami adik ipar bekerja sbg apara… "
"174",-1,"ponakan aku mumpung dibolehin vaksin dia pilih pfizer instead of moderna pas bolehnya moderna dia takut takut sa… ","Negatif","ponakan aku mumpung dibolehin vaksin dia pilih pfizer instead of moderna pas bolehnya moderna dia takut takut sa… "
"175",0,"beragam ya jenis vaksin covid yang digunakan di indonesia ada sinovac moderna astrazeneca shinopharm dan pfizer… ","Netral","beragam ya jenis vaksin covid yang digunakan di indonesia ada sinovac moderna astrazeneca shinopharm dan pfizer… "
"176",1,"serbuan vaksin sinovac dosis dan desa sumberejo mranggen tembus dari target vaksin ","Positif","serbuan vaksin sinovac dosis dan desa sumberejo mranggen tembus dari target vaksin "
"177",0," vaksin aku sinovac wow","Positif"," vaksin aku sinovac wow"
"178",1,"situbondo • antusias masyarakat situbondo serbuan vaksinasi covid dosis dan dengan jenis vaksin sinovac dan… ","Positif","situbondo • antusias masyarakat situbondo serbuan vaksinasi covid dosis dan dengan jenis vaksin sinovac dan… "
"179",2,"sudahlah kita tidak usah pilih vaksin gaes aku dulu dapet sinovac saja sudah benar membantu saat aku kena cov yug… ","Negatif","sudahlah kita tidak usah pilih vaksin gaes aku dulu dapet sinovac saja sudah benar membantu saat aku kena cov yug… "
"180",1," informasi vaksinasi covid reposted from usia jenis vaksin astrazeneca usia th jenis v… ","Netral"," informasi vaksinasi covid reposted from usia jenis vaksin astrazeneca usia th jenis v… "
"181",0,"nih pas lagi nganter anakku vaksin bbrp waktu yang lalu dia dapat pfizer sedang saya astrazeneca suami sinovac alhamdul… ","Positif","nih pas lagi nganter anakku vaksin bbrp waktu yang lalu dia dapat pfizer sedang saya astrazeneca suami sinovac alhamdul… "
"182",2,"informasi jadwal vaksin terbaru oktober dosis sinovac kuota di terminal bandara juanda gratis beras kg cek pend… ","Netral","informasi jadwal vaksin terbaru oktober dosis sinovac kuota di terminal bandara juanda gratis beras kg cek pend… "
"183",2,"pemerintah akan terus mengupayakan ketersediaan vaksin baik lewat skema multilateral maupun bilateral demi mencukup… ","Positif","pemerintah akan terus mengupayakan ketersediaan vaksin baik lewat skema multilateral maupun bilateral demi mencukup… "
"184",-4," besok bisa lebih dari dua juta sehari kalau rutin begini yang kemarin dapatnya sinovac tidak perlu kecil hati ya sama…","Positif"," besok bisa lebih dari dua juta sehari kalau rutin begini yang kemarin dapatnya sinovac tidak perlu kecil hati ya sama…"
"185",-1,"bingung mau vaksin sinovac atau astrazeneca ya enaknya ","Netral","bingung mau vaksin sinovac atau astrazeneca ya enaknya "
"186",-1,"kalian perlu tahu nih ada enam jenis vaksin yang masuk ke indonesia antara lain sinovac dengan efikasi a… ","Netral","kalian perlu tahu nih ada enam jenis vaksin yang masuk ke indonesia antara lain sinovac dengan efikasi a… "
"187",-2," kok dipaksa begitu sinovac efikasinya emang rendah masa negara lain tak boleh lindungi rakyatnya sendiri aneh ka…","Negatif"," kok dipaksa begitu sinovac efikasinya emang rendah masa negara lain tak boleh lindungi rakyatnya sendiri aneh ka…"
"191",1,"sobat polri vaksin covid di adakan di menteng tenggulun kecamatan menteng jakaa pusat jenis vaksin sinov… ","Netral","sobat polri vaksin covid di adakan di menteng tenggulun kecamatan menteng jakaa pusat jenis vaksin sinov… "
"192",0," tergantung vaksin e ndra aku dari awal dapet sinovac setelah bulan dapet booster dosis pakai mod… ","Netral"," tergantung vaksin e ndra aku dari awal dapet sinovac setelah bulan dapet booster dosis pakai mod… "
"194",1,"informasi jadwal vaksin oktober di stadion pakansari bogor tersedia astrazeneca moderna sinovac ","Netral","informasi jadwal vaksin oktober di stadion pakansari bogor tersedia astrazeneca moderna sinovac "
"196",1,"mungkin masih ada yang belum vaksin rek bisa vaksin dosis atau vaksin dosis sinovac mulai umur keatas… ","Netral","mungkin masih ada yang belum vaksin rek bisa vaksin dosis atau vaksin dosis sinovac mulai umur keatas… "
"197",0,"wal vaksin coronavac itu samakh dengan sinovac","Netral","wal vaksin coronavac itu samakh dengan sinovac"
"198",0,"sambut hut ke tni kodam vbrawijaya mengadakan upacara viual sekaligus pembagian vaksin sinovac kepada masyar… ","Positif","sambut hut ke tni kodam vbrawijaya mengadakan upacara viual sekaligus pembagian vaksin sinovac kepada masyar… "
"199",1,"sentra vaksin binplaz puskesmas pada betung masih berlangsung sampai akhir oktober melayani dosis dengan jenis vaksin sinovac","Netral","sentra vaksin binplaz puskesmas pada betung masih berlangsung sampai akhir oktober melayani dosis dengan jenis vaksin sinovac"
"200",5,"informasi vaksin dosisi bagi anda yang belum mendapatkan vaksinasi gerai vaksinasi polres gunungkidul membuka pe… ","Netral","informasi vaksin dosisi bagi anda yang belum mendapatkan vaksinasi gerai vaksinasi polres gunungkidul membuka pe… "
"202",-2,"halo sahabat rumah sakit baptis batu berikut adalah jadwal baru pesea vaksin c sinovac yang ditunda pelayanan dosis… ","Netral","halo sahabat rumah sakit baptis batu berikut adalah jadwal baru pesea vaksin c sinovac yang ditunda pelayanan dosis… "
"205",-1,"kenapa orang yang dapat astrazeneca ngrasa superior sih tolong be kind people jangan buat orang yang dapat sinovac dan… ","Negatif","kenapa orang yang dapat astrazeneca ngrasa superior sih tolong be kind people jangan buat orang yang dapat sinovac dan… "
"208",0,"jog vaksin yang peama itu namanya sinovac bukan nah itu bisa dimana ya untuk sekarang","Netral","jog vaksin yang peama itu namanya sinovac bukan nah itu bisa dimana ya untuk sekarang"
"209",5," selamat pagi berikut jadwal vaksinasi covid dosis kedua bagi sedhereksedherek yang mendapatkan vaksin dosis peama j…","Netral"," selamat pagi berikut jadwal vaksinasi covid dosis kedua bagi sedhereksedherek yang mendapatkan vaksin dosis peama j…"
"211",-1," semua vaksin itu sama intinya buat ngelindungin diri dari covid lagipula tidak semua orang bisa milih ma… ","Positif"," semua vaksin itu sama intinya buat ngelindungin diri dari covid lagipula tidak semua orang bisa milih ma… "
"212",0,"menurut saya ini masuk akal asumsinya jika harus booster ya vaksin virus dilemahkan rangorang singapore ","Negatif","menurut saya ini masuk akal asumsinya jika harus booster ya vaksin virus dilemahkan rangorang singapore "
"213",2,"solidaritas vaksin psi kota depok vaksin sinovac dosis syarat wni foto copy ktpkiakk minggu … ","Netral","solidaritas vaksin psi kota depok vaksin sinovac dosis syarat wni foto copy ktpkiakk minggu … "
"215",0," jenis vaksin astrazeneca sinovac atau yang lain","Netral"," jenis vaksin astrazeneca sinovac atau yang lain"
"217",1," selamat pagi min untuk vaksin dosis ke dua sinovac apakah masih tersedia","Netral"," selamat pagi min untuk vaksin dosis ke dua sinovac apakah masih tersedia"
"218",0,"mui terkontaminasi kandungan vaksin jelas membahayakan nyawa manusia banyak yang meninggal akibat divaksin kok mas… ","Negatif","mui terkontaminasi kandungan vaksin jelas membahayakan nyawa manusia banyak yang meninggal akibat divaksin kok mas… "
"220",2,"vaksin sinovac halal dan suci … ","Positif","vaksin sinovac halal dan suci … "
"221",1,"vaksin sinovac halal … ","Positif","vaksin sinovac halal … "
"223",0,"vaksin astrazeneca sinopharm dan pfizer disebut haram mui untuk sinovac dinyatakan halal sinar jateng ","Netral","vaksin astrazeneca sinopharm dan pfizer disebut haram mui untuk sinovac dinyatakan halal sinar jateng "
"226",1," gapaapaaa apalagi sinovac itu santai aja selama badannya fit pas vaksin tidak flu atau lagi gaenak bad… ","Positif"," gapaapaaa apalagi sinovac itu santai aja selama badannya fit pas vaksin tidak flu atau lagi gaenak bad… "
"227",0," halo min ini kota udah tidak nyediain vaksin sinovac ya saya udah daftar by web vaksinasitangera… ","Netral"," halo min ini kota udah tidak nyediain vaksin sinovac ya saya udah daftar by web vaksinasitangera… "
"228",0,"indonesia kedatangan lima juta dosis vaksin sinovac dalam bentuk jadi ","Positif","indonesia kedatangan lima juta dosis vaksin sinovac dalam bentuk jadi "
"229",2,"masyarakat diimbau tidak pilihpilih vaksin il ya a heures vaksin covid… ","Netral","masyarakat diimbau tidak pilihpilih vaksin il ya a heures vaksin covid… "
"230",0,"pangkoarmada ii tni pantau serbuan dosis vaksin sinovac di kabupaten pasuruan ","Positif","pangkoarmada ii tni pantau serbuan dosis vaksin sinovac di kabupaten pasuruan "
"232",-1,"lima juta dosis vaksin covid sinovac dalam bentuk jadi tiba di tanah air ","Positif","lima juta dosis vaksin covid sinovac dalam bentuk jadi tiba di tanah air "
"233",-1,"rasah kakean cangkem asline aku ki ultramen tapi bar vaksin sinovac kekuatanku ilang","Negatif","rasah kakean cangkem asline aku ki ultramen tapi bar vaksin sinovac kekuatanku ilang"
"234",2," lah aku vaksin sinovac juga karena vaksin pas awal baru mulai vaksin massal kebagiannya itu kaga bisa milih…","Negatif"," lah aku vaksin sinovac juga karena vaksin pas awal baru mulai vaksin massal kebagiannya itu kaga bisa milih…"
"235",0," tolong ada keluargaku sampai sekarang kaga vaksin karena gamau sinovac katanya percuma j… ","Negatif"," tolong ada keluargaku sampai sekarang kaga vaksin karena gamau sinovac katanya percuma j… "
"236",0,"jangan ngaku kuat yen vaksin mu iseh sinovac","Negatif","jangan ngaku kuat yen vaksin mu iseh sinovac"
"237",-2,"indonesia kembali kedatangan juta dosis vaksin covid sinovac dan astrazeneca ","Positif","indonesia kembali kedatangan juta dosis vaksin covid sinovac dan astrazeneca "
"238",1," lu masalah beda jenis vaksin saja dibikin ribet bgini yang penting tuh vaksin dulu woey udah mau abis ini tapi…","Negatif"," lu masalah beda jenis vaksin saja dibikin ribet bgini yang penting tuh vaksin dulu woey udah mau abis ini tapi…"
"239",1," mohon maaf orang orang yang divaksin pas awal awal pasti sinovac lu baru vaksin sekarang biar bisa ma… ","Negatif"," mohon maaf orang orang yang divaksin pas awal awal pasti sinovac lu baru vaksin sekarang biar bisa ma… "
"241",0," sinovac kamu sudah vaksin belum","Netral"," sinovac kamu sudah vaksin belum"
"242",-2," saya juga menolak pemaksaan vaksin kok mba malah saya kritik keras vaksin sinovac tapi saya tidak akan… ","Netral"," saya juga menolak pemaksaan vaksin kok mba malah saya kritik keras vaksin sinovac tapi saya tidak akan… "
"243",2," malam dok mau tanya ibu saya setelah pasang ring bulan udah stabil tensinya dan udah boleh vaksin c… ","Netral"," malam dok mau tanya ibu saya setelah pasang ring bulan udah stabil tensinya dan udah boleh vaksin c… "
"245",1," selamat malam admin mohon informasi untuk lapor kipi setelah vaksin sinovac ke siapa ya kontak yang teera di… ","Netral"," selamat malam admin mohon informasi untuk lapor kipi setelah vaksin sinovac ke siapa ya kontak yang teera di… "
"246",1," vaksin peama sinovac dosis ayo rek vaksinasi drive thru rabu tanggal oktober pukul wib di stadio…","Netral"," vaksin peama sinovac dosis ayo rek vaksinasi drive thru rabu tanggal oktober pukul wib di stadio…"
"248",-2,"tahap ke pemerintah kembali datangkan lima juta dosis vaksin covid sinovac ","Positif","tahap ke pemerintah kembali datangkan lima juta dosis vaksin covid sinovac "
"249",2,"stok vaksin kami cukup bapak stok saat ini tersisa dosis terdiri dari vaksin sinovac dan sinopharm” jawab p… ","Positif","stok vaksin kami cukup bapak stok saat ini tersisa dosis terdiri dari vaksin sinovac dan sinopharm” jawab p… "
"251",-1,"sumpah ya anjing aku sebagai pakai sinovac merasa kesel lu masih untung ada vaksin jadi orang jangan pilih pilih vak… ","Negatif","sumpah ya anjing aku sebagai pakai sinovac merasa kesel lu masih untung ada vaksin jadi orang jangan pilih pilih vak… "
"252",0," jadwal daftar pesea vaksin sinovac di polres magelang hari ini ","Netral"," jadwal daftar pesea vaksin sinovac di polres magelang hari ini "
"254",2," kami buka kesempatan untuk vaksin dosis sinovac khusus bagi warga dengan ktp sukoharjo yang sudah vaksin atau warga…","Positif"," kami buka kesempatan untuk vaksin dosis sinovac khusus bagi warga dengan ktp sukoharjo yang sudah vaksin atau warga…"
"255",0," bisa kok kalau sinovac kan minimal hri baru boleh vaksin k jadi kalau lebih tidak apa-apa","Netral"," bisa kok kalau sinovac kan minimal hri baru boleh vaksin k jadi kalau lebih tidak apa-apa"
"256",-2,"oh iy tadi pagi aku sudah vaksin sinovac dosis rasany dugun banget karena aku sendirian literally sendirian dari pergi sampai… ","Negatif","oh iy tadi pagi aku sudah vaksin sinovac dosis rasany dugun banget karena aku sendirian literally sendirian dari pergi sampai… "
"259",-1," wahhh bisa gitu ya anak aku dapat sinovac semua dan waktu yang peama tidak ada masalah apa sik normal aja… ","Positif"," wahhh bisa gitu ya anak aku dapat sinovac semua dan waktu yang peama tidak ada masalah apa sik normal aja… "
"260",-1,"rasah kakean cangkem asline aku ki ultramen tapi bar di vaksin sinovac kekuatan ku ilang ","Negatif","rasah kakean cangkem asline aku ki ultramen tapi bar di vaksin sinovac kekuatan ku ilang "
"262",0,"rasah kakehan cangkem asline aku ki ultramentapi bar vaksin sinovackekuatanku ilang","Negatif","rasah kakehan cangkem asline aku ki ultramentapi bar vaksin sinovackekuatanku ilang"
"263",1,"wamenkes kedatangan vaksin janssen dan sinovac dukung percepatan vaksinasi nasional ","Positif","wamenkes kedatangan vaksin janssen dan sinovac dukung percepatan vaksinasi nasional "
"264",1,"ternyata vaksin pfizer lebih berasa banget pegelnya dibanding vaksin sinovac ’","Negatif","ternyata vaksin pfizer lebih berasa banget pegelnya dibanding vaksin sinovac ’"
"265",1,"gratis vaksin sinovac dosis dan di surabaya ini jadwalnya ","Positif","gratis vaksin sinovac dosis dan di surabaya ini jadwalnya "
"266",1,"strategi tahap awal vaksin di tanah air dengan pakai sinovac kayanya tepat karena sinovac minim efek samping buat… ","Positif","strategi tahap awal vaksin di tanah air dengan pakai sinovac kayanya tepat karena sinovac minim efek samping buat… "
"267",3," bukti eksperimen bluetooth terhubung dengan vaksin vaksin dan bluetooth suppo tidak vaksin yang berafiliasi dengan bluetoo…","Netral"," bukti eksperimen bluetooth terhubung dengan vaksin vaksin dan bluetooth suppo tidak vaksin yang berafiliasi dengan bluetoo…"
"269",2," “stok vaksin kami cukup bapak stok saat ini tersisa dosis terdiri dari vaksin sinovac dan sinopharm” jawab perwaki…","Positif"," “stok vaksin kami cukup bapak stok saat ini tersisa dosis terdiri dari vaksin sinovac dan sinopharm” jawab perwaki…"
"270",-1," aku pakai sinovac vaksin peama pegal banget terus vaksin kedua pegal tapi biasa aja sama dua dosis itu aku di… ","Negatif"," aku pakai sinovac vaksin peama pegal banget terus vaksin kedua pegal tapi biasa aja sama dua dosis itu aku di… "
"271",2,"kedatangan juta dosis vaksin sinovac pemerintah pastikan stok vaksin aman ","Positif","kedatangan juta dosis vaksin sinovac pemerintah pastikan stok vaksin aman "
"273",-1,"wkwk sumpah sok keren banget aku dapet vaksin sinovac ya karena konsultasi dulu ke dokter karena ada penyakit bawaa… ","Netral","wkwk sumpah sok keren banget aku dapet vaksin sinovac ya karena konsultasi dulu ke dokter karena ada penyakit bawaa… "
"274",1," kes ini patient st dosis sinovac datang nk minta tukar vaksin sbb post vaksin kena salmonella tgk kes dia memang xperlu tukar tapi…","Negatif"," kes ini patient st dosis sinovac datang nk minta tukar vaksin sbb post vaksin kena salmonella tgk kes dia memang xperlu tukar tapi…"
